Species,Latin Name,Year,Queens,Workers,Males,Unknown 
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,0,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Southern Cuckoo Bumblebee,BOMBUS vestalis,2014,2,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,3,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Indet. Bee,Bombus sp.,2014,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,5,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,6,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,5,6,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,11,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,3,0,0
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,6,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Honeybee,APIS mellifera,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Honeybee,APIS mellifera,2014,0,3,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Indet. Bee,Bombus sp.,2014,1,1,0,0
Common Carder,BOMBUS pascuorum,2014,1,1,0,0
Indet. Bee,Bombus sp.,2014,0,2,0,1
Garden Bumblebee,BOMBUS hortorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,2,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,0,0,0
Indet. Bee,Bombus sp.,2014,2,3,0,1
Common Carder,BOMBUS pascuorum,2014,0,0,0,1
Early Bumblebee,BOMBUS pratorum,2014,0,7,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,3,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
Indet. Bee,Bombus sp.,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Indet. Bee,Bombus sp.,2014,0,4,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,7,0,0
Indet. Bee,Bombus sp.,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,3,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Honeybee,APIS mellifera,2014,0,26,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,16,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,10,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,0,3,0
Early Bumblebee,BOMBUS pratorum,2014,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,4,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,6,0,0
Honeybee,APIS mellifera,2014,0,18,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,3,0,0
Honeybee,APIS mellifera,2014,0,5,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
Honeybee,APIS mellifera,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,2,0,0
Honeybee,APIS mellifera,2014,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Honeybee,APIS mellifera,2014,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,3,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Honeybee,APIS mellifera,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,3,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Honeybee,APIS mellifera,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
Honeybee,APIS mellifera,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,0,0,6
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,2,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,10,0
Common Carder,BOMBUS pascuorum,2014,5,0,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,1,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,2,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,12,3,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,3,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,1,9,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,1,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Tree Bumblebee,BOMBUS hypnorum,2014,0,4,2,0
Common Carder,BOMBUS pascuorum,2014,4,10,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,5,0,0
Common Carder,BOMBUS pascuorum,2014,2,0,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Tree Bumblebee,BOMBUS hypnorum,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,2,3,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,6,0,0
Common Carder,BOMBUS pascuorum,2014,26,17,0,0
Common Carder,BOMBUS pascuorum,2014,0,3,0,0
Common Carder,BOMBUS pascuorum,2014,0,0,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,3,2,0
Common Carder,BOMBUS pascuorum,2014,0,0,0,0
Early Bumblebee,BOMBUS pratorum,2014,2,12,19,0
Common Carder,BOMBUS pascuorum,2014,0,0,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,1,6,0
Common Carder,BOMBUS pascuorum,2014,0,0,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,2,8,0
Common Carder,BOMBUS pascuorum,2014,0,0,0,0
Garden Bumblebee,BOMBUS hortorum,2014,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2014,0,6,18,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,3,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,0,4,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,1,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,2,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,5,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,7,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,3,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,7,1,0,0
Garden Bumblebee,BOMBUS hortorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,1,1,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Early Bumblebee,BOMBUS pratorum,2014,1,0,0,0
Honeybee,APIS mellifera,2014,0,1,0,0
Ruderal Bumblebee,BOMBUS ruderatus,2014,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,2,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,7,0,0
Garden Bumblebee,BOMBUS hortorum,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Garden Bumblebee,BOMBUS hortorum,2014,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,3,1,1,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,2,0,0
Garden Bumblebee,BOMBUS hortorum,2014,1,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,6,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,12,3,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,5,0,0
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Indet. Bee,Bombus sp.,2014,1,0,0,0
Southern Cuckoo Bumblebee,BOMBUS vestalis,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,9,3,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,3,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,3,0
Indet. Bee,Bombus sp.,2014,0,0,0,2
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,1,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,3,6,0
Indet. Bee,Bombus sp.,2014,0,0,0,2
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,3,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,26,0,0
Brown-banded Carder,BOMBUS humilis,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Brown-banded Carder,BOMBUS humilis,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,1,3,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,3,2,0
Common Carder,BOMBUS pascuorum,2014,2,23,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,34,1,0
Honeybee,APIS mellifera,2014,0,11,0,0
Indet. Bee,Bombus sp.,2014,0,4,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,10,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,3,2,0,0
Garden Bumblebee,BOMBUS hortorum,2014,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,3,0,0
Common Carder,BOMBUS pascuorum,2014,1,7,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,3,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,3,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,3,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,2,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,6,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,1,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,2,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Garden Bumblebee,BOMBUS hortorum,2014,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,3,1,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,1,0
Garden Bumblebee,BOMBUS hortorum,2014,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,15,4,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,5,1,0
Indet. Bee,Bombus sp.,2014,0,0,0,3
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,0,1,0
Common Carder,BOMBUS pascuorum,2014,1,10,0,0
Garden Bumblebee,BOMBUS hortorum,2014,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Honeybee,APIS mellifera,2014,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,0,7,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,20,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,14,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,5,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,8,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,4,0,0
Common Carder,BOMBUS pascuorum,2014,0,5,0,0
Moss Carder,BOMBUS muscorum,2014,0,1,0,0
Honeybee,APIS mellifera,2014,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,12,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,5,0,0
Moss Carder,BOMBUS muscorum,2014,0,0,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Red-tailed Cuckoo Bumblebee,BOMBUS rupestris,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Indet. Bee,Bombus sp.,2014,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,2,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,2,0,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,2,0,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,3,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,2,0,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Honeybee,APIS mellifera,2014,0,1,0,0
Field Cuckoo Bumblebee,BOMBUS campestris,2014,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,3,0,0,0
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Gypsy Cuckoo Bumblebee,BOMBUS bohemicus,2014,1,0,0,0
Common Carder,BOMBUS pascuorum,2014,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,0,1,0
Honeybee,APIS mellifera,2014,0,5,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2014,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,4,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,5,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,5,0,0
Garden Bumblebee,BOMBUS hortorum,2014,1,0,0,0
Indet. Bee,Bombus sp.,2014,0,2,0,0
Honeybee,APIS mellifera,2014,0,6,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Indet. Bee,Bombus sp.,2014,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Indet. Bee,Bombus sp.,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,1,1,0,0
Honeybee,APIS mellifera,2014,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,4,0,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2014,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,1,4,0,0
Common Carder,BOMBUS pascuorum,2014,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,1,2,0,0
Common Carder,BOMBUS pascuorum,2014,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,3,0,0
Common Carder,BOMBUS pascuorum,2014,3,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,1,0,0
Moss Carder,BOMBUS muscorum,2014,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,9,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,3,0,0
Honeybee,APIS mellifera,2014,0,1,0,0
Moss Carder,BOMBUS muscorum,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2014,0,1,0,0
Honeybee,APIS mellifera,2014,0,2,0,0
Moss Carder,BOMBUS muscorum,2014,0,2,0,0
Moss Carder,BOMBUS muscorum,2014,0,2,0,0
Common Carder,BOMBUS pascuorum,2014,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2014,0,2,0,0
Indet. Bee,Bombus sp.,2014,0,0,0,4
Buff-tailed Bumblebee,BOMBUS terrestris,2014,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2014,0,4,1,0
Early Bumblebee,BOMBUS pratorum,2014,0,1,0,0
