Species,Latin Name,Year,Queens,Workers,Males,Unknown 
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,4,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,7,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,2,0
Common Carder,BOMBUS pascuorum,2016,1,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,2,8,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,3,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,1,0,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,7,1,0
Common Carder,BOMBUS pascuorum,2016,0,3,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,2
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,4,0,1
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Indet. Bee,Bombus sp.,2016,1,0,0,0
Indet. Bee,Bombus sp.,2016,1,0,0,1
Indet. Bee,Bombus sp.,2016,0,0,0,3
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,2
Common Carder,BOMBUS pascuorum,2016,0,4,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,9,1,0
Honeybee,APIS mellifera,2016,0,11,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,2,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,4,0,0
Common Carder,BOMBUS pascuorum,2016,0,6,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,1,0,0
Honeybee,APIS mellifera,2016,0,5,0,0
Barbut's Cuckoo Bumblebee,BOMBUS barbutellus,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,1,8,1,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,4
Common Carder,BOMBUS pascuorum,2016,0,0,0,4
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,4,0,0
Common Carder,BOMBUS pascuorum,2016,0,5,0,0
Common Carder,BOMBUS pascuorum,2016,0,3,0,0
Common Carder,BOMBUS pascuorum,2016,0,4,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,4,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,5,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,0,0,0
Common Carder,BOMBUS pascuorum,2016,0,3,0,0
Honeybee,APIS mellifera,2016,0,4,0,0
Common Carder,BOMBUS pascuorum,2016,0,8,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
Gypsy Cuckoo Bumblebee,BOMBUS bohemicus,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,13,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,5,1,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,4,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,2,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,1,0,0,0
Gypsy Cuckoo Bumblebee,BOMBUS bohemicus,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,13,0,0
Common Carder,BOMBUS pascuorum,2016,0,9,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,13,0,0
Honeybee,APIS mellifera,2016,0,20,0,0
Tree Bumblebee,BOMBUS hypnorum,2016,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,0,4,2,0
Common Carder,BOMBUS pascuorum,2016,0,4,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,5,2,0
Honeybee,APIS mellifera,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Tree Bumblebee,BOMBUS hypnorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,2,0,0,0
Field Cuckoo Bumblebee,BOMBUS campestris,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,7,0,0
Common Carder,BOMBUS pascuorum,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,2
Honeybee,APIS mellifera,2016,0,0,0,1
Indet. Bee,Bombus sp.,2016,0,0,0,2
Indet. Bee,Bombus sp.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,0,4,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,0,2,0
Tree Bumblebee,BOMBUS hypnorum,2016,0,2,0,0
Garden Bumblebee,BOMBUS hortorum,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Garden Bumblebee,BOMBUS hortorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,0
Honeybee,APIS mellifera,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,3,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,2,2,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
Indet. Bee,Bombus sp.,2016,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,0,3
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,3,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,6
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,15,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,2,1,0
Heath Bumblebee,BOMBUS jonellus,2016,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,2,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,7
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,3,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,0,2,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,2
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,2,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Indet. Bee,Bombus sp.,2016,0,6,0,0
Tree Bumblebee,BOMBUS hypnorum,2016,0,4,0,0
Honeybee,APIS mellifera,2016,0,60,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,7
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,4,0,0
Tree Bumblebee,BOMBUS hypnorum,2016,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2016,0,2,0,0
Honeybee,APIS mellifera,2016,0,4,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,2
Indet. Bee,Bombus sp.,2016,0,0,0,1
Honeybee,APIS mellifera,2016,0,40,0,0
Indet. Bee,Bombus sp.,2016,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,1,0
Honeybee,APIS mellifera,2016,0,4,0,0
Honeybee,APIS mellifera,2016,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,2,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,95,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,2
Indet. Bee,Bombus sp.,2016,0,0,0,2
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,6,0,0
Broken-belted Bumblebee,BOMBUS soroeensis,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,6,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Honeybee,APIS mellifera,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,0,0,6
Indet. Bee,Bombus sp.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,13
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,0,2
Common Carder,BOMBUS pascuorum,2016,0,0,0,214
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,0,0,4
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,0,2
Common Carder,BOMBUS pascuorum,2016,0,0,0,51
Common Carder,BOMBUS pascuorum,2016,0,5,0,0
Common Carder,BOMBUS pascuorum,2016,0,3,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Indet. Bee,Bombus sp.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Indet. Bee,Bombus sp.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,2,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,3,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,4,0,0
Common Carder,BOMBUS pascuorum,2016,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,3,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2016,1,0,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,3,0,0
Honeybee,APIS mellifera,2016,0,20,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,3,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Field Cuckoo Bumblebee,BOMBUS campestris,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2016,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,1,0
Brown-banded Carder,BOMBUS humilis,2016,0,0,2,0
Common Carder,BOMBUS pascuorum,2016,0,4,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,4,0
Common Carder,BOMBUS pascuorum,2016,0,0,2,0
Honeybee,APIS mellifera,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Honeybee,APIS mellifera,2016,0,5,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,3,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,3,0,0
Honeybee,APIS mellifera,2016,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,5,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Honeybee,APIS mellifera,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Honeybee,APIS mellifera,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,4,2,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,6,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,1,1,1
Early Bumblebee,BOMBUS pratorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2016,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,1,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,2,2
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,2,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,6,0,0
Common Carder,BOMBUS pascuorum,2016,0,7,3,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,4,1,0
Common Carder,BOMBUS pascuorum,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,3,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,1,0
Common Carder,BOMBUS pascuorum,2016,0,6,1,0
Garden Bumblebee,BOMBUS hortorum,2016,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,0,3,0
Common Carder,BOMBUS pascuorum,2016,0,19,4,0
Red-tailed Bumblebee,BOMBUS lapidarius,2016,0,1,2,0
Common Carder,BOMBUS pascuorum,2016,0,12,2,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,3,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,4,3,0,0
Honeybee,APIS mellifera,2016,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,1,0,0,0
Honeybee,APIS mellifera,2016,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,1,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,2,0,3,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2016,0,1,0,0
Heath Bumblebee,BOMBUS jonellus,2016,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,6,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,8,2,3
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,2,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,0,3,4,2
Common Carder,BOMBUS pascuorum,2016,1,6,4,6
Common Carder,BOMBUS pascuorum,2016,0,1,0,5
Red-tailed Bumblebee,BOMBUS lapidarius,2016,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,2,0,0,0
Common Carder,BOMBUS pascuorum,2016,1,1,0,0
Common Carder,BOMBUS pascuorum,2016,1,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,3
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,0,0,1
Common Carder,BOMBUS pascuorum,2016,0,0,0,3
Common Carder,BOMBUS pascuorum,2016,0,0,0,3
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
Heath Bumblebee,BOMBUS jonellus,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,0,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,8,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,5,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,6,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Common Carder,BOMBUS pascuorum,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Honeybee,APIS mellifera,2016,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,0,0,1,0
